Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City,Price_Category,Area_Category,Price_per_sqm,in_Compound,Immediate_Move
Apartment,1700000.0,3.0,2.0,170.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Premium,Large,10000.0,0,1
Apartment,1917000.0,3.0,2.0,213.0,No,1.0,Unknown,Cash or Installment,0.0,Unknown ,Shorouk City,Premium,Large,9000.0,0,1
Apartment,1189000.0,3.0,2.0,164.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Standard,Large,7250.0,0,1
Apartment,2425750.0,2.0,2.0,155.0,No,2.0,Sephora Heights,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Medium,15650.0,1,1
Apartment,800000.0,3.0,1.0,135.0,No,7.0,Unknown,Cash,0.0,Finished,Manshiyya,Standard,Medium,5925.925925925926,0,1
Apartment,4945000.0,3.0,2.0,140.0,No,5.0,ZED Towers,Cash or Installment,4.5,Finished,Sheikh Zayed,Premium,Medium,35321.42857142857,1,0
Apartment,1286095.0,3.0,2.0,123.0,No,4.0,Unknown,Cash or Installment,36.0,Semi Finished,Zahraa Al Maadi,Standard,Medium,10456.056910569107,0,0
Apartment,280100.0,3.0,2.0,146.0,Yes,2.0,Badya Palm Hills,Cash or Installment,12.0,Finished,Hadayek 6th of October,Budget,Medium,1918.4931506849316,1,0
Apartment,1630000.0,3.0,3.0,161.0,Yes,3.0,Unknown,Cash or Installment,0.0,Finished,New Capital City,Premium,Medium,10124.223602484471,0,1
Apartment,950000.0,3.0,2.0,185.0,No,10.0,Unknown,Cash,0.0,Finished,Smoha,Standard,Large,5135.135135135135,0,1
Apartment,1850000.0,2.0,2.0,96.0,Unknown,1.0,Madinaty,Unknown Payment,0.0,Unknown ,Madinaty,Premium,Small,19270.833333333332,1,1
Apartment,2111500.0,3.0,2.0,145.0,No,2.0,Unknown,Cash,3.0,Finished,New Cairo - El Tagamoa,Premium,Medium,14562.068965517241,0,0
Apartment,1870000.0,3.0,2.0,167.0,No,10.0,Not in Compound,Cash,0.0,Finished,Smoha,Premium,Large,11197.604790419162,1,1
Apartment,2999000.0,3.0,2.0,160.0,Unknown,1.0,Mountain View iCity,Cash or Installment,3.0,Unknown ,Sheikh Zayed,Premium,Medium,18743.75,1,0
Apartment,2520000.0,2.0,2.0,140.0,Unknown,3.0,Mountain View Hyde Park,Unknown Payment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Medium,18000.0,1,1
Apartment,2905000.0,2.0,2.0,128.0,No,3.0,Taj City,Installment,0.0,Core & Shell,New Cairo - El Tagamoa,Premium,Medium,22695.3125,1,1
Apartment,3688000.0,3.0,3.0,160.0,Unknown,3.0,Villette,Unknown Payment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Medium,23050.0,1,1
Apartment,1210000.0,3.0,2.0,110.0,No,3.0,TRUE Gate,Unknown Payment,36.0,Core & Shell,Nasr City,Standard,Small,11000.0,1,0
Apartment,2780000.0,1.0,2.0,100.0,Unknown,2.0,Badya Palm Hills,Cash or Installment,36.0,Finished,6th of October,Premium,Small,27800.0,1,0
Apartment,2892000.0,3.0,3.0,160.0,Unknown,3.0,Sun Capital,Cash or Installment,0.0,Core & Shell,6th of October,Premium,Medium,18075.0,1,1
Apartment,450000.0,3.0,2.0,130.0,No,8.0,Unknown,Cash,0.0,Not Finished,Shubra al-Khaimah,Budget,Medium,3461.5384615384614,0,1
Apartment,430000.0,3.0,2.0,250.0,No,5.0,Unknown,Cash,0.0,Finished,Nakheel,Budget,Large,1720.0,0,1
Apartment,4290143.0,4.0,3.0,164.0,No,3.0,Village West,Cash or Installment,36.0,Finished,Sheikh Zayed,Premium,Large,26159.408536585364,1,0
Apartment,2250000.0,4.0,3.0,225.0,Unknown,1.0,Unknown,Unknown Payment,0.0,Semi Finished,Sheikh Zayed,Premium,Large,10000.0,0,1
Apartment,3600000.0,3.0,3.0,186.0,No,4.0,Hyde Park New Cairo,Installment,0.0,Core & Shell,Rehab City,Premium,Large,19354.83870967742,1,1
Apartment,2100000.0,3.0,2.0,160.0,No,10.0,Unknown,Cash,0.0,Finished,Laurent,Premium,Medium,13125.0,0,1
Apartment,580000.0,3.0,2.0,127.0,Unknown,0.0,Unknown,Cash,0.0,Core & Shell,Hadayek al-Ahram,Standard,Medium,4566.929133858268,0,1
Apartment,4010058.0,3.0,2.0,149.0,No,3.0,Unknown,Cash or Installment,0.0,Finished,Sheikh Zayed,Premium,Medium,26913.140939597317,0,1
Apartment,1250000.0,3.0,1.0,130.0,Unknown,8.0,Unknown,Cash or Installment,0.0,Finished,Tanta,Standard,Medium,9615.384615384615,0,1
Apartment,1200000.0,1.0,1.0,50.0,Yes,0.0,Unknown,Cash,0.0,Finished,Madinaty,Standard,Small,24000.0,0,1
Apartment,280000.0,3.0,2.0,154.0,Unknown,3.0,Unknown,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1818.1818181818182,0,1
Apartment,3000000.0,3.0,2.0,135.0,Unknown,0.0,Mountain View iCity,Installment,3.0,Not Finished,6th of October,Premium,Medium,22222.222222222223,1,0
Apartment,3360000.0,2.0,2.0,134.0,No,2.0,Mountain View Hyde Park,Unknown Payment,0.0,Finished,New Cairo - El Tagamoa,Premium,Medium,25074.626865671642,1,1
Apartment,2161000.0,3.0,2.0,148.0,No,1.0,Unknown,Unknown Payment,48.0,Semi Finished,Mostakbal City,Premium,Medium,14601.351351351352,0,0
Apartment,4400000.0,3.0,2.0,149.0,No,1.0,Village West,Installment,36.0,Finished,Sheikh Zayed,Premium,Medium,29530.201342281878,1,0
Apartment,4725000.0,2.0,2.0,154.0,Unknown,1.0,Eastown,Cash,0.0,Finished,New Cairo - El Tagamoa,Premium,Medium,30681.81818181818,1,1
Apartment,3620000.0,3.0,2.0,145.0,Unknown,1.0,Mountain View iCity,Unknown Payment,3.0,Unknown ,Hadayek 6th of October,Premium,Medium,24965.51724137931,1,0
Apartment,440000.0,3.0,2.0,144.0,No,2.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Budget,Medium,3055.5555555555557,0,1
Apartment,4010058.0,3.0,2.0,150.0,No,3.0,Village West,Cash or Installment,36.0,Finished,Sheikh Zayed,Premium,Medium,26733.72,1,0
Apartment,1861600.0,3.0,3.0,208.0,Unknown,1.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Premium,Large,8950.0,0,1
Apartment,300000.0,3.0,3.0,147.0,Unknown,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2040.8163265306123,0,1
Apartment,1015200.0,3.0,2.0,141.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Standard,Medium,7200.0,0,1
Apartment,234000.0,2.0,2.0,126.0,Unknown,2.0,IL Bosco,Cash or Installment,3.0,Unknown ,New Capital City,Budget,Medium,1857.142857142857,1,0
Apartment,2100000.0,4.0,3.0,230.0,Yes,3.0,Unknown,Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,9130.434782608696,0,1
Apartment,3430000.0,2.0,2.0,120.0,No,0.0,Lake view Residence,Cash or Installment,0.0,Core & Shell,New Cairo - El Tagamoa,Premium,Small,28583.333333333332,1,1
Apartment,2450000.0,3.0,3.0,160.0,Unknown,4.0,Villette,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Premium,Medium,15312.5,1,1
Duplex,4465000.0,3.0,3.0,234.0,No,2.0,Hyde Park New Cairo,Cash,0.0,Core & Shell,Rehab City,Premium,Large,19081.196581196582,1,1
Apartment,2624650.0,3.0,3.0,210.0,No,3.0,Isola,Cash or Installment,0.0,Unknown ,Hadayek 6th of October,Premium,Large,12498.333333333334,1,1
Apartment,5250000.0,2.0,3.0,165.0,No,2.0,Eastown,Unknown Payment,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Large,31818.18181818182,1,1
Apartment,850000.0,2.0,2.0,120.0,Unknown,3.0,Unknown,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Standard,Small,7083.333333333333,0,1
Apartment,268000.0,3.0,2.0,150.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1786.6666666666667,0,1
Apartment,1300000.0,2.0,1.0,120.0,Yes,4.0,Not in Compound,Cash,0.0,Finished,Dokki,Standard,Small,10833.333333333334,1,1
Apartment,2800000.0,4.0,3.0,210.0,No,1.0,Unknown,Installment,24.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,13333.333333333334,0,0
Apartment,260000.0,3.0,2.0,160.0,No,2.0,Mountain View iCity,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1625.0,1,1
Apartment,337000.0,3.0,2.0,157.0,Unknown,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2146.496815286624,0,1
Apartment,950000.0,3.0,2.0,140.0,Unknown,3.0,Unknown,Cash,0.0,Unknown ,6th of October,Standard,Medium,6785.714285714285,0,1
Apartment,320000.0,3.0,2.0,164.0,No,2.0,Sarai,Cash or Installment,3.0,Not Finished,Nasr City,Budget,Large,1951.219512195122,1,0
Penthouse,3800000.0,3.0,3.0,203.0,No,4.0,Unknown,Unknown Payment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,18719.211822660098,0,1
Apartment,600000.0,3.0,2.0,195.0,No,4.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Large,3076.923076923077,0,1
Apartment,5087400.0,2.0,2.0,182.0,No,4.0,Pyramids Hills,Cash or Installment,0.0,Finished,6th of October,Luxury,Large,27952.747252747253,1,1
Apartment,2838000.0,2.0,2.0,105.0,Unknown,0.0,Mountain View iCity,Cash or Installment,3.0,Unknown ,Hadayek 6th of October,Premium,Small,27028.571428571428,1,0
Apartment,650000.0,2.0,1.0,125.0,Unknown,5.0,Unknown,Cash,0.0,Finished,Faisal District,Standard,Medium,5200.0,0,1
Apartment,280000.0,3.0,3.0,151.0,Unknown,3.0,Unknown,Unknown Payment,36.0,Semi Finished,New Capital City,Budget,Medium,1854.3046357615895,0,0
Apartment,340000.0,2.0,2.0,120.0,No,4.0,Nakheel,Cash,0.0,Finished,Nakheel,Budget,Small,2833.3333333333335,1,1
Apartment,1566000.0,3.0,3.0,174.0,No,1.0,Andalus,Cash or Installment,12.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,9000.0,1,0
Apartment,320000.0,3.0,2.0,164.0,Unknown,3.0,Unknown,Unknown Payment,0.0,Unknown ,Suez District,Budget,Large,1951.219512195122,0,1
Apartment,3625000.0,3.0,3.0,173.0,No,3.0,Hyde Park New Cairo,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,20953.757225433525,1,1
Apartment,2100000.0,3.0,2.0,148.0,Unknown,2.0,Unknown,Installment,36.0,Semi Finished,New Capital City,Premium,Medium,14189.18918918919,0,0
Apartment,2469000.0,3.0,3.0,148.0,No,2.0,Sun Capital,Installment,0.0,Finished,6th of October,Premium,Medium,16682.432432432433,1,1
Apartment,1604000.0,2.0,1.0,80.0,Unknown,1.0,Not in Compound,Cash or Installment,0.0,Finished,Ain Sukhna,Premium,Small,20050.0,1,1
Apartment,4900000.0,3.0,2.0,170.0,No,3.0,Uptown Cairo,Cash,3.0,Finished,Mokattam,Premium,Large,28823.529411764706,1,0
Apartment,1043000.0,2.0,1.0,80.0,No,2.0,Eco West,Unknown Payment,36.0,Finished,6th of October,Standard,Small,13037.5,1,0
Apartment,290000.0,2.0,2.0,139.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2086.3309352517986,0,1
Duplex,450000.0,5.0,2.0,300.0,No,5.0,Nakheel,Cash or Installment,0.0,Finished,Nakheel,Budget,Very Large,1500.0,1,1
Apartment,360000.0,3.0,2.0,150.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2400.0,0,1
Apartment,264000.0,3.0,2.0,156.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1692.3076923076924,0,1
Apartment,2000000.0,3.0,3.0,166.0,Unknown,0.0,Unknown,Cash or Installment,36.0,Unknown ,New Capital City,Premium,Large,12048.192771084337,0,0
Apartment,2661500.0,3.0,2.0,157.0,No,0.0,De Joya,Installment,24.0,Unknown ,New Capital City,Premium,Medium,16952.229299363058,1,0
Duplex,4000000.0,3.0,3.0,360.0,No,0.0,Unknown,Cash,0.0,Finished,New Cairo - El Tagamoa,Premium,Very Large,11111.111111111111,0,1
Duplex,1952500.0,4.0,3.0,355.0,No,0.0,Not in Compound,Unknown Payment,24.0,Semi Finished,New Cairo - El Tagamoa,Premium,Very Large,5500.0,1,0
Apartment,580000.0,4.0,2.0,233.0,Unknown,2.0,Unknown,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Standard,Large,2489.2703862660946,0,1
Duplex,3900000.0,3.0,3.0,220.0,Unknown,0.0,Mountain View Hyde Park,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,17727.272727272728,1,1
Apartment,2100000.0,1.0,1.0,88.0,No,0.0,Village Gate,Unknown Payment,0.0,Finished,New Cairo - El Tagamoa,Premium,Small,23863.636363636364,1,1
Apartment,1300000.0,3.0,2.0,200.0,No,2.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Large,6500.0,0,1
Apartment,300000.0,3.0,2.0,177.0,Unknown,3.0,Unknown,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,1694.915254237288,0,1
Apartment,1500000.0,2.0,1.0,90.0,No,3.0,Rehab City,Cash,0.0,Finished,Rehab City,Standard,Small,16666.666666666668,1,1
Apartment,270000.0,2.0,2.0,100.0,No,0.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Small,2700.0,0,1
Apartment,400000.0,2.0,1.0,128.0,No,3.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Budget,Medium,3125.0,0,1
Apartment,1400000.0,1.0,1.0,60.0,No,0.0,Kayan,Cash or Installment,60.0,Semi Finished,6th of October,Standard,Small,23333.333333333332,1,0
Apartment,2250000.0,4.0,2.0,225.0,No,1.0,Unknown,Cash,0.0,Semi Finished,Sheikh Zayed,Premium,Large,10000.0,0,1
Apartment,440000.0,3.0,2.0,172.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,2558.139534883721,0,1
Apartment,264000.0,3.0,2.0,177.0,No,3.0,De Joya,Installment,24.0,Unknown ,New Capital City,Budget,Large,1491.5254237288136,1,0
Apartment,4850000.0,3.0,3.0,177.0,No,0.0,Villette,Cash,0.0,Not Finished,New Cairo - El Tagamoa,Premium,Large,27401.129943502823,1,1
Apartment,1550000.0,2.0,1.0,92.0,No,3.0,Madinaty,Cash,0.0,Finished,Madinaty,Premium,Small,16847.82608695652,1,1
Apartment,320000.0,3.0,2.0,167.0,No,4.0,Bloomfields,Unknown Payment,1.5,Not Finished,Nasr City,Budget,Large,1916.1676646706587,1,0
Apartment,2070000.0,3.0,2.0,130.0,No,1.0,Kayan,Cash or Installment,60.0,Semi Finished,6th of October,Premium,Medium,15923.076923076924,1,0
Apartment,1550000.0,3.0,1.0,120.0,Yes,5.0,Unknown,Cash,0.0,Finished,Sporting,Premium,Small,12916.666666666666,0,1
Apartment,3500000.0,3.0,2.0,132.0,Unknown,2.0,Fifth Square,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Premium,Medium,26515.151515151516,1,1
Apartment,380000.0,2.0,1.0,115.0,No,3.0,Unknown,Cash,0.0,Finished,Agami,Budget,Small,3304.3478260869565,0,1
Duplex,5789000.0,3.0,3.0,209.0,No,0.0,AZAD,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Large,27698.564593301435,1,1
Apartment,3603000.0,2.0,2.0,114.0,No,0.0,AZAD,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Small,31605.263157894737,1,1
Apartment,2700000.0,2.0,2.0,125.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Premium,Medium,21600.0,0,1
Apartment,300000.0,3.0,2.0,149.0,No,3.0,Taj City,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2013.4228187919464,1,1
Apartment,200000.0,2.0,1.0,103.0,No,4.0,Sun Capital,Cash or Installment,0.0,Unknown ,6th of October,Budget,Small,1941.7475728155339,1,1
Apartment,1980000.0,2.0,2.0,103.0,No,1.0,Sun Capital,Installment,0.0,Finished,6th of October,Premium,Small,19223.300970873788,1,1
Apartment,2500000.0,3.0,2.0,163.0,Unknown,2.0,Unknown,Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,15337.423312883435,0,1
Penthouse,3700000.0,3.0,3.0,400.0,No,3.0,Granda,Installment,0.0,Semi Finished,Shorouk City,Premium,Very Large,9250.0,1,1
Apartment,1100000.0,3.0,2.0,142.0,Unknown,5.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Medium,7746.478873239436,0,1
Apartment,349000.0,3.0,2.0,168.0,No,4.0,Hyde Park New Cairo,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,2077.3809523809523,1,1
Apartment,4061000.0,2.0,1.0,157.0,No,3.0,October Plaza Sodic,Cash or Installment,0.0,Semi Finished,6th of October,Premium,Medium,25866.242038216562,1,1
Apartment,1100000.0,2.0,2.0,140.0,No,7.0,Unknown,Cash,0.0,Finished,Nasr City,Standard,Medium,7857.142857142857,0,1
Apartment,4100000.0,3.0,3.0,274.0,Unknown,2.0,Unknown,Unknown Payment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Very Large,14963.503649635037,0,1
Apartment,2502500.0,3.0,2.0,143.0,No,7.0,Unknown,Installment,0.0,Finished,Miami,Premium,Medium,17500.0,0,1
Apartment,2500000.0,3.0,3.0,155.0,No,1.0,Rehab City,Cash,0.0,Finished,Rehab City,Premium,Medium,16129.032258064517,1,1
Apartment,2200000.0,2.0,2.0,125.0,Unknown,2.0,Unknown,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Premium,Medium,17600.0,0,1
Apartment,2200000.0,3.0,2.0,130.0,No,0.0,Kayan,Cash or Installment,48.0,Semi Finished,6th of October,Premium,Medium,16923.076923076922,1,0
Apartment,600000.0,3.0,2.0,119.0,No,5.0,Noor City,Installment,60.0,Finished,New Capital City,Standard,Small,5042.016806722689,1,0
Apartment,850000.0,3.0,1.0,120.0,No,10.0,Unknown,Cash,3.0,Finished,Matareya,Standard,Small,7083.333333333333,0,0
Apartment,1789500.0,3.0,3.0,181.0,No,3.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,9886.740331491712,0,1
Apartment,1100000.0,3.0,2.0,142.0,No,5.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Medium,7746.478873239436,0,1
Apartment,2400000.0,3.0,3.0,240.0,No,2.0,Unknown,Cash,0.0,Finished,Sheikh Zayed,Premium,Large,10000.0,0,1
Apartment,520000.0,3.0,2.0,150.0,No,5.0,Unknown,Cash,0.0,Finished,Faisal,Standard,Medium,3466.6666666666665,0,1
Apartment,3395000.0,2.0,2.0,110.0,No,5.0,ZED Towers,Cash or Installment,4.5,Finished,Sheikh Zayed,Premium,Small,30863.636363636364,1,0
Penthouse,5580000.0,3.0,2.0,193.0,No,0.0,Fifth Square,Installment,0.0,Finished,Rehab City,Luxury,Large,28911.917098445596,1,1
Apartment,110000.0,2.0,2.0,121.0,Unknown,2.0,Tag Sultan,Cash or Installment,13.5,Unknown ,New Cairo - El Tagamoa,Budget,Medium,909.0909090909091,1,0
Apartment,1550000.0,3.0,1.0,125.0,Yes,5.0,Unknown,Cash,0.0,Finished,Sporting,Premium,Medium,12400.0,0,1
Apartment,4000000.0,4.0,3.0,196.0,Yes,1.0,Rehab City,Cash,0.0,Finished,Rehab City,Premium,Large,20408.163265306124,1,1
Apartment,1432000.0,3.0,2.0,179.0,No,1.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Large,8000.0,0,1
Duplex,693000.0,3.0,2.0,270.0,No,10.0,Mountain View iCity,Cash or Installment,4.5,Unknown ,New Cairo - El Tagamoa,Standard,Very Large,2566.6666666666665,1,0
Apartment,235000.0,3.0,2.0,140.0,Unknown,3.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1678.5714285714287,0,1
Apartment,1600000.0,2.0,2.0,115.0,No,8.0,Unknown,Unknown Payment,0.0,Unknown ,Roushdy,Premium,Small,13913.04347826087,0,1
Apartment,300000.0,3.0,2.0,180.0,Unknown,1.0,Unknown,Unknown Payment,0.0,Unknown ,6th of October,Budget,Large,1666.6666666666667,0,1
Apartment,300000.0,3.0,2.0,149.0,Unknown,1.0,Unknown,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2013.4228187919464,0,1
Apartment,352000.0,3.0,2.0,157.0,No,3.0,Hyde Park New Cairo,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2242.0382165605097,1,1
Apartment,316000.0,3.0,2.0,160.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1975.0,0,1
Apartment,225000.0,3.0,2.0,179.0,No,0.0,Beit Al Watan,Installment,48.0,Not Finished,New Cairo - El Tagamoa,Budget,Large,1256.9832402234638,1,0
Apartment,1450000.0,2.0,1.0,77.0,No,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Standard,Small,18831.16883116883,1,1
Apartment,2516400.0,2.0,2.0,85.0,Unknown,2.0,Madinaty,Unknown Payment,24.0,Semi Finished,Madinaty,Premium,Small,29604.70588235294,1,0
Apartment,650000.0,3.0,2.0,150.0,No,3.0,Not in Compound,Cash,0.0,Finished,Damietta City,Standard,Medium,4333.333333333333,1,1
Apartment,3400000.0,3.0,3.0,220.0,No,3.0,Mountain View iCity,Cash,0.0,Not Finished,New Cairo - El Tagamoa,Premium,Large,15454.545454545454,1,1
Apartment,1914000.0,2.0,1.0,90.0,No,2.0,Kayan,Cash or Installment,3.0,Finished,Sheikh Zayed,Premium,Small,21266.666666666668,1,0
Studio,800000.0,1.0,1.0,34.0,Unknown,0.0,Sun Capital,Cash or Installment,0.0,Finished,6th of October,Standard,Small,23529.41176470588,1,1
Duplex,6700000.0,4.0,3.0,317.0,No,5.0,Eastown,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Luxury,Very Large,21135.64668769716,1,1
Apartment,234000.0,3.0,2.0,143.0,No,3.0,The Brooks,Installment,60.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1636.3636363636363,1,0
Apartment,3383000.0,3.0,3.0,192.0,No,1.0,Unknown,Cash or Installment,3.0,Finished,New Cairo - El Tagamoa,Premium,Large,17619.791666666668,0,0
Duplex,3000000.0,3.0,3.0,240.0,No,5.0,Vinci,Installment,48.0,Semi Finished,New Capital City,Premium,Large,12500.0,1,0
Apartment,1350000.0,3.0,2.0,180.0,No,2.0,Unknown,Cash or Installment,0.0,Not Finished,New Cairo - El Tagamoa,Standard,Large,7500.0,0,1
Apartment,3800000.0,3.0,2.0,172.0,No,2.0,Hyde Park New Cairo,Installment,0.0,Unknown ,New Cairo - El Tagamoa,Premium,Large,22093.023255813954,1,1
Apartment,908800.0,3.0,1.0,128.0,No,2.0,Beit Al Watan,Cash or Installment,24.0,Semi Finished,New Cairo - El Tagamoa,Standard,Medium,7100.0,1,0
Apartment,825500.0,2.0,2.0,127.0,No,1.0,Beit Al Watan,Cash or Installment,24.0,Semi Finished,New Cairo - El Tagamoa,Standard,Medium,6500.0,1,0
Apartment,264600.0,3.0,3.0,180.0,No,0.0,Beit Al Watan,Cash or Installment,48.0,Semi Finished,New Cairo - El Tagamoa,Budget,Large,1470.0,1,0
Apartment,250250.0,3.0,2.0,154.0,No,3.0,Beit Al Watan,Cash or Installment,24.0,Semi Finished,New Cairo - El Tagamoa,Budget,Medium,1625.0,1,0
Apartment,675000.0,3.0,2.0,145.0,No,1.0,Unknown,Cash or Installment,36.0,Not Finished,Badr City,Standard,Medium,4655.172413793103,0,0
Apartment,1800000.0,3.0,2.0,103.0,No,5.0,Madinaty,Cash,0.0,Finished,Madinaty,Premium,Small,17475.728155339806,1,1
Apartment,2800000.0,3.0,2.0,157.0,No,3.0,Madinaty,Cash or Installment,3.0,Finished,Madinaty,Premium,Medium,17834.394904458597,1,0
Apartment,2183200.0,3.0,2.0,162.0,No,2.0,Taj City,Cash or Installment,3.0,Core & Shell,New Cairo - El Tagamoa,Premium,Large,13476.543209876543,1,0
Apartment,550000.0,3.0,1.0,80.0,Yes,3.0,Not in Compound,Cash,0.0,Finished,Ras al-Bar,Standard,Small,6875.0,1,1
Apartment,360000.0,2.0,1.0,155.0,No,0.0,Unknown,Unknown Payment,0.0,Finished,Agami,Budget,Medium,2322.5806451612902,0,1
Apartment,2500000.0,2.0,2.0,106.0,Unknown,0.0,Sun Capital,Cash or Installment,0.0,Finished,North Coast,Premium,Small,23584.905660377357,1,1
Apartment,2502500.0,3.0,2.0,143.0,No,10.0,Unknown,Installment,0.0,Finished,Smoha,Premium,Medium,17500.0,0,1
Apartment,2200000.0,3.0,3.0,160.0,No,2.0,Mountain View iCity,Installment,3.0,Not Finished,Sheikh Zayed,Premium,Medium,13750.0,1,0
Apartment,800000.0,3.0,2.0,145.0,No,1.0,Unknown,Cash or Installment,24.0,Not Finished,Badr City,Standard,Medium,5517.241379310345,0,0
Apartment,2700000.0,3.0,3.0,179.0,No,2.0,Unknown,Unknown Payment,48.0,Semi Finished,6th of October,Premium,Large,15083.798882681564,0,0
Apartment,950000.0,3.0,2.0,150.0,No,4.0,Unknown,Cash,0.0,Not Finished,New Cairo - El Tagamoa,Standard,Medium,6333.333333333333,0,1
Penthouse,4632000.0,2.0,2.0,116.0,No,5.0,Unknown,Cash or Installment,0.0,Finished,6th of October,Premium,Small,39931.03448275862,0,1
